08:33 | 9 | 9,6,6,1,4,7,8,3,3,3,4
09:20 | 13 | 4,6,7,4,7,9,4,10,4,7,7,5
10:01 | 12 | 4,8,1,3,6,1,10,7,7,4,7,9,6,9,9
15:33 | 8 | 3,9,1,1,7,3,8,3,2,10,3,9,3,10,7,8,4,9,6
10:08 | 11 | 5,9,6,5,9,10,8,7
15:57 | 11 | 5,4,6,6,3,5,1,1,2,4,8,3,2,4,10,9,9,9
14:19 | 7 | 9,9,3,3,2,6,5,7,10,9,9,9,2,4,7
08:00 | 6 | 9,7,9,9,3,1,7,7,2,8,7,7,7,7,3,1,2
09:38 | 14 | 8,7,4,9,9,5,8,3,7,1,5,4,4,1,10,8,7,9,8,5,8,1,3
13:49 | 7 | 2,9,10,10,4,3,10,10,2,1,4,3,6,4,5,9,9,8,2,2,10,3,7
10:58 | 14 | 4,10,2,6,3,10,8,1,8,7,9,6,9,7,9,6
09:00 | 9 | 3,8,3,10,3,7,3,10,4,5,3,8,4,3,9,4,10,3,2
08:39 | 11 | 6,8,2,8,10,8,2,1
13:14 | 14 | 6,3,2,1,6,3,9,8,2,9,1,8,9,1,2
14:43 | 5 | 9,10,3,6,9,1
